-267.20,0.00,270.00,5.26
-267.60,0.00,270.00,5.29
-267.60,0.00,270.00,5.21
-267.20,0.00,270.00,5.17
-267.20,0.00,268.80,5.17
-266.40,0.00,268.80,5.15
-266.40,0.00,268.80,5.24
-266.40,0.00,268.40,5.21
-266.00,0.00,268.40,5.16
-266.40,0.00,268.40,5.29
-266.40,0.00,268.80,5.25
-266.00,0.00,268.40,5.24
-266.00,0.00,268.40,5.08
-266.00,0.00,268.40,5.26
-266.00,0.00,268.40,5.09
-266.00,0.00,268.40,5.15
-266.00,0.00,268.40,5.26
-266.00,0.00,268.40,5.17
-266.00,0.00,268.40,5.26
-266.00,0.00,268.40,5.19
-266.00,0.00,268.40,5.06
-266.00,0.00,268.40,5.24
-266.00,0.00,268.40,5.05
-265.60,0.00,268.40,5.16
-266.00,0.00,268.40,5.28
-265.60,0.00,268.00,5.24
-266.00,0.00,268.40,5.07
-265.60,0.00,268.00,5.11
-265.60,0.00,268.40,5.05
-265.60,0.00,268.00,5.26
-265.60,0.00,268.00,5.28
-265.60,0.00,268.00,5.07
-265.60,0.00,268.00,5.16
-265.60,0.00,268.00,5.30
-265.60,0.00,268.00,5.24
-265.60,0.00,268.00,5.20
-265.60,0.00,268.00,5.27
-265.60,0.00,268.00,5.22
-265.60,0.00,268.00,5.11
-265.60,0.00,268.00,5.26
-265.60,0.00,268.00,5.18
-265.60,0.00,268.00,5.08
-265.60,0.00,268.00,5.20
-265.60,0.00,268.00,5.11
-265.60,0.00,267.60,5.18
-265.20,0.00,267.60,5.09
-265.60,0.00,267.60,5.19
-265.20,0.00,268.00,5.20
-265.20,0.00,267.60,5.25
-265.20,0.00,267.60,5.26
-265.60,0.00,267.60,5.21
-265.20,0.00,267.60,5.25
-265.20,0.00,267.60,5.11
-264.80,0.00,267.60,5.21
-265.20,0.00,268.00,5.10
-265.20,0.00,267.60,5.26
-265.20,0.00,267.60,5.09
-265.20,0.00,267.60,5.19
-265.20,0.00,267.60,5.12
-265.20,0.00,267.60,5.16
-265.20,0.00,267.60,5.14
-265.20,0.00,267.60,5.25
-265.20,0.00,267.20,5.11
-264.80,0.00,267.20,5.21
-264.80,0.00,267.20,5.15
-264.80,0.00,267.20,5.14
-264.80,0.00,267.20,5.27
-264.80,0.00,267.20,5.20
-264.80,0.00,267.20,5.25
-264.80,0.00,267.20,5.19
-264.80,0.00,267.20,5.20
-264.80,0.00,267.20,5.14
-264.80,0.00,267.20,5.16
-264.80,0.00,267.20,5.20
-264.80,0.00,267.20,5.13
-264.80,0.00,267.20,5.08
-264.40,0.00,267.20,5.25
-264.80,0.00,267.20,5.24
-264.80,0.00,267.20,5.16
-264.40,0.00,266.80,5.16
-264.80,0.00,267.20,5.24
-264.00,0.00,266.40,5.26
-264.40,0.00,266.80,5.13
-264.40,0.00,266.80,5.23
-264.40,0.00,266.80,5.20
-264.40,0.00,266.80,5.28
-264.40,0.00,266.80,5.09
-264.40,0.00,266.80,5.17
-264.40,0.00,266.80,5.07
-264.40,0.00,266.80,5.28
-264.40,0.00,266.80,5.24
-264.40,0.00,266.80,5.25
-264.40,0.00,266.80,5.11
-264.40,0.00,266.80,5.09
-264.40,0.00,266.80,5.12
-264.40,0.00,266.40,5.16
-264.40,0.00,266.80,5.23
-264.00,0.00,266.80,5.23
-264.40,0.00,266.80,5.06
-264.00,0.00,266.40,5.11
-264.00,0.00,266.00,5.16
-264.00,0.00,266.40,5.11
-264.00,0.00,266.40,5.15
-264.00,0.00,266.40,5.06
-264.00,0.00,266.40,5.19
-264.00,0.00,266.40,5.26
-264.00,0.00,266.40,5.18
-264.00,0.00,266.40,5.21
-264.00,0.00,266.40,5.24
-264.00,0.00,266.40,5.26
-264.00,0.00,266.40,5.08
-264.00,0.00,266.40,5.25
-264.00,0.00,266.40,5.21
-264.00,0.00,266.40,5.26
-263.60,0.00,266.00,5.14
-264.00,0.00,266.40,5.21
-264.00,0.00,266.40,5.07
-264.00,0.00,266.40,5.24
-263.60,0.00,266.00,5.26
-263.60,0.00,266.00,5.16
-263.60,0.00,266.00,5.07
-263.60,0.00,266.00,5.20
-263.60,0.00,266.00,5.28
-263.60,0.00,266.00,5.21
-263.60,0.00,266.00,5.12
-263.60,0.00,266.00,5.19
-263.60,0.00,266.00,5.22
-263.60,0.00,266.00,5.26
-263.60,0.00,266.00,5.14
-263.60,0.00,266.00,5.18
-263.60,0.00,266.00,5.19
-263.60,0.00,266.00,5.16
-263.60,0.00,266.00,5.10
-263.20,0.00,265.60,5.09
-263.20,0.00,265.60,5.17
-263.60,0.00,266.00,5.15
-263.20,0.00,265.60,5.08
-263.20,0.00,265.60,5.26
-263.20,0.00,265.60,5.09
-263.20,0.00,265.60,5.20
-263.20,0.00,265.60,5.22
-263.20,0.00,265.60,5.28
-263.20,0.00,265.60,5.12
-263.20,0.00,265.60,5.24
-263.20,0.00,265.60,5.30
-263.20,0.00,265.60,5.29
-262.80,0.00,265.60,5.27
-263.20,0.00,265.20,5.14
-263.20,0.00,265.60,5.26
-262.80,0.00,265.60,5.25
-263.20,0.00,265.20,5.28
-262.80,0.00,265.20,5.23
-262.80,0.00,265.20,5.25
-262.80,0.00,265.20,5.25
-262.80,0.00,265.20,5.20
-262.80,0.00,265.20,5.26
-262.80,0.00,265.20,5.26
-262.40,0.00,265.20,5.16
-262.80,0.00,265.20,5.10
-262.80,0.00,265.20,5.14
-262.80,0.00,265.20,5.14
-262.80,0.00,264.80,5.27
-262.80,0.00,264.80,5.20
-262.80,0.00,265.20,5.14
-262.80,0.00,265.20,5.20
-262.80,0.00,265.20,5.16
-262.40,0.00,265.20,5.10
-262.40,0.00,264.80,5.26
-262.40,0.00,264.80,5.16
-262.40,0.00,264.80,5.13
-262.40,0.00,264.80,5.11
-262.40,0.00,264.80,5.23
-262.40,0.00,264.80,5.17
-262.40,0.00,264.80,5.17
-262.40,0.00,264.80,5.27
-262.40,0.00,264.80,5.13
-262.40,0.00,264.40,5.10
-262.40,0.00,264.80,5.18
-262.40,0.00,264.80,5.15
-262.40,0.00,264.80,5.15
-262.00,0.00,264.40,5.24
-262.00,0.00,264.80,5.26
-262.40,0.00,264.40,5.18
-262.00,0.00,264.40,5.07
-262.00,0.00,264.40,5.14
-262.00,0.00,264.00,5.13
-262.00,0.00,264.40,5.15
-262.00,0.00,264.40,5.18
-262.00,0.00,264.40,5.20
-262.00,0.00,264.40,5.20
-262.00,0.00,264.40,5.24
-262.00,0.00,264.40,5.15
-262.00,0.00,264.40,5.24
-262.00,0.00,264.40,5.06
-261.60,0.00,264.40,5.14
-262.00,0.00,264.00,5.12
-262.00,0.00,264.40,5.20
-262.00,0.00,264.40,5.21
-261.60,0.00,264.00,5.22
-261.60,0.00,264.40,5.07
-261.60,0.00,264.00,5.17
-261.60,0.00,264.00,5.20
-261.60,0.00,264.00,5.27
-261.60,0.00,264.00,5.25
-261.60,0.00,264.00,5.07
-261.60,0.00,264.00,5.16
-261.60,0.00,264.00,5.21
-261.60,0.00,264.00,5.26
-261.60,0.00,263.60,5.23
-261.60,0.00,264.00,5.11
-261.60,0.00,264.00,5.21
-261.60,0.00,264.00,5.14
-261.60,0.00,264.00,5.28
-261.20,0.00,263.60,5.22
-261.20,0.00,263.60,5.11
-261.20,0.00,264.00,5.19
-261.20,0.00,263.60,5.25
-261.20,0.00,263.60,5.17
-261.20,0.00,263.60,5.09
-261.60,0.00,263.60,5.13
-261.20,0.00,263.60,5.05
-261.20,0.00,263.60,5.19
-261.20,0.00,262.80,5.09
-261.20,0.00,263.60,5.09
-261.20,0.00,263.60,5.15
-261.20,0.00,263.60,5.22
-261.20,0.00,263.60,5.27
-261.20,0.00,263.60,5.11
-261.20,0.00,263.20,5.25
-261.20,0.00,263.20,5.18
-261.20,0.00,263.60,5.22
-260.80,0.00,263.20,5.24
-260.80,0.00,263.60,5.21
-260.80,0.00,263.20,5.21
-260.80,0.00,263.20,5.12
-260.80,0.00,263.20,5.19
-260.80,0.00,262.80,5.19
-260.80,0.00,263.20,5.08
-260.80,0.00,263.20,5.11
-260.80,0.00,263.20,5.25
-260.80,0.00,263.20,5.25
-260.80,0.00,263.20,5.23
-260.80,0.00,262.80,5.11
-260.80,0.00,263.20,5.23
-260.80,0.00,263.20,5.25
-260.00,0.00,262.80,5.13
-260.80,0.00,262.80,5.14
-260.40,0.00,262.80,5.13
-260.40,0.00,262.80,5.07
-260.40,0.00,262.80,5.10
-260.40,0.00,262.80,5.23
-260.40,0.00,262.80,5.24
-260.40,0.00,262.80,5.09
-260.40,0.00,262.80,5.10
-260.40,0.00,262.80,5.25
-260.40,0.00,262.80,5.23
-260.40,0.00,262.80,5.08
-260.40,0.00,262.80,5.13
-260.40,0.00,262.80,5.28
-260.40,0.00,262.40,5.20
-260.40,0.00,262.40,5.28
-260.40,0.00,262.80,5.24
-260.40,0.00,262.40,5.27
-260.00,0.00,262.40,5.07
-259.60,0.00,262.40,5.12
-260.00,0.00,262.40,5.27
-260.00,0.00,262.40,5.18
-260.00,0.00,262.40,5.18
-260.00,0.00,262.40,5.25
-260.00,0.00,262.40,5.26
-260.00,0.00,262.40,5.07
-260.00,0.00,262.40,5.12
-260.00,0.00,262.40,5.11
-260.00,0.00,262.40,5.25
-260.00,0.00,262.40,5.17
-260.00,0.00,262.40,5.24
-260.00,0.00,262.40,5.11
-259.60,0.00,262.00,5.07
-260.00,0.00,262.00,5.08
-260.00,0.00,262.00,5.11
-259.60,0.00,262.00,5.05
-260.00,0.00,262.00,5.10
-259.60,0.00,262.00,5.25
-259.20,0.00,262.00,5.18
-259.60,0.00,262.00,5.11
-259.60,0.00,262.00,5.23
-259.60,0.00,262.00,5.24
-259.60,0.00,262.00,5.09
-259.60,0.00,262.00,5.08
-259.60,0.00,262.00,5.18
-259.60,0.00,262.00,5.21
-259.60,0.00,262.00,5.22
-259.60,0.00,261.60,5.24
-259.60,0.00,262.00,5.25
-259.60,0.00,262.00,5.21
-259.60,0.00,262.00,5.17
-259.60,0.00,261.60,5.16
